artist,name,song,person,sentence,year,highestRank
Eminem,Paul,Fall,True,"I know this time Paul and Dre, they won't tell me what not to say",2018.0,12.0
Eminem,Tyler,Fall,True,"Tyler create nothing, I see why you called yourself a faggot, bitch",2018.0,12.0
JAY-Z Featuring Beyonce,Al,Family Feud,True,Al Sharpton in the mirror takin' selfies,2017.0,51.0
JAY-Z Featuring Beyonce,Becky,Family Feud,True,"Let me alone, Becky",2017.0,51.0
JAY-Z Featuring Beyonce,Emory,Family Feud,True,"That's how you feel, Emory?",2017.0,51.0
JAY-Z Featuring Beyonce,Michael,Family Feud,True,My consciousness was Michael's common sense,2017.0,51.0
JAY-Z Featuring Beyonce,Steve,Family Feud,True,But my stash can't fit into Steve Harvey's suit,2017.0,51.0
Lil Wayne Featuring Reginae Carter,Nancy,Famous,True,"I want Tina and Nancy, I get Nancy and Tina",2018.0,36.0
Lil Wayne Featuring Reginae Carter,Tina,Famous,True,"I want Tina and Nancy, I get Nancy and Tina",2018.0,36.0
Kendrick Lamar,Carl,Fear.,True,"What's up family, yeah it's yo cousin Carl man,",2017.0,50.0
Kendrick Lamar,Demarcus,Fear.,True,I'll prolly die because I ain't know Demarcus was snitchin',2017.0,50.0
Kendrick Lamar,Keisha,Fear.,True,Better not hear 'bout you humpin' on Keisha's daughter,2017.0,50.0
Kendrick Lamar,Rihanna,Fear.,True,I read a case about Rihanna's accountant and wondered,2017.0,50.0
Future,Al,Feed Me Dope,True,"Go'n, you doin' that wrong , Al Capone",2017.0,68.0
Future,Elroy,Feed Me Dope,True,"The one with the beans on it, I'm taking off like Elroy",2017.0,68.0
Kendrick Lamar,Mike,Feel.,True,Mike Jordan whenever holdin' a real mic,2017.0,35.0
6ix9ine Featuring Nicki Minaj & Murda Beatz,Khloe,FEFE,True,Copped my Khloe like Kardashi',2018.0,10.0
6ix9ine Featuring Nicki Minaj & Murda Beatz,Nicki,FEFE,True,If she ain't fuckin' me and Nicki,2018.0,10.0
6ix9ine Featuring Nicki Minaj & Murda Beatz,Rocky,FEFE,True,"Word to A$AP, keep my Rocky",2018.0,10.0
Keith Urban,Adam,Female,True,When somebody talks about how it was Adam first,2017.0,100.0
Keith Urban,Mary,Female,True,Virgin Mary -,2017.0,100.0
Drake,Drake,Final Fantasy,True,Drake!,2018.0,56.0
Drake,Kay,Final Fantasy,True,"You know, I need you to be open like Kay's kitchen",2018.0,56.0
Drake,Michael,Final Fantasy,True,"Ayy, freaky like the red leather Michael",2018.0,56.0
Kodak Black,Jimmy,First Day Out,True,Bout to hit her with no Jimmy Mack,2017.0,61.0
Tee Grizzley,Cody,First Day Out,True,I fuck with bitches my body count go from Pershing to Cody,2017.0,48.0
Tee Grizzley,Joe,First Day Out,True,"My nigga Fenkell, J Money, Brightmo Lo, Project Joe",2017.0,48.0
Tee Grizzley,Joy,First Day Out,True,"Joy road bitch, but the money long as six mile",2017.0,48.0
Tee Grizzley,Theo,First Day Out,True,"Aye Dwan though, aye Theo ain't it a blessing?",2017.0,48.0
Future Featuring Travis Scott,Dwayne,First Off,True,"I make more than Dwayne Wade, baby",2019.0,47.0
Future Featuring Travis Scott,James,First Off,True,"You know I'm James Bond with it, Harden with the finish",2019.0,47.0
Scotty McCreery,Katie,Five More Minutes,True,Katie's dadsaid midnight but we needed just a little more,2017.0,44.0
Chris Janson,Hank,Fix A Drink,True,None of your friends wanna listen to Hank,2017.0,67.0
Juice WRLD,Jesus,Flaws And Sins,True,"Shit you wouldn't even tell Jesus, uh",2019.0,91.0
Ski Mask The Slump God,Ben,Foot Fungus,True,"I'm a monster with a nice watch on, I'm not Ben 10",2018.0,81.0
Ski Mask The Slump God,John,Foot Fungus,True,Captain Long John Silver how I'm gonna reel 'em in,2018.0,81.0
Ski Mask The Slump God,Kenny,Foot Fungus,True,"Woah, Kenny",2018.0,81.0
Lil Uzi Vert,Gerald,For Real,True,Lil Vert like Gerald,2017.0,82.0
Lil Uzi Vert,Jared,For Real,True,Took that girl to Jared,2017.0,82.0
Lil Uzi Vert,Jesus,For Real,True,"So I just left it to Jesus, yuh yuh yuh yuh yuh",2017.0,82.0
Lil Uzi Vert,Vivienne,For Real,True,Vivienne,2017.0,82.0
Lil Dicky Featuring Chris Brown,Chris,Freaky Friday,True,"I woke up Chris Breezy, oh my god I'm the man",2018.0,11.0
Lil Dicky Featuring Chris Brown,Ed,Freaky Friday,True,And now I'm in Ed Sheeran's body,2018.0,11.0
Lil Dicky Featuring Chris Brown,Kendall,Freaky Friday,True,"Hug, I'm Kendall Jenner",2018.0,11.0
J. Cole Featuring kiLL edward,Jesus,Friends,True,I been saw the problem but stay silent 'cause I ain't Jesus,2018.0,46.0
Migos,Lauryn,Gang Gang,True,I make them birds Lauryn Hill sang,2018.0,73.0
Nicki Minaj,Audrey,Ganja Burns,True,"Fashion icon, Audrey Hepburn",2018.0,60.0
Nicki Minaj,Kobe,Ganja Burns,True,"I'm Kobe, KD,",2018.0,60.0
Nicki Minaj,Nicki,Ganja Burns,True,You can't wear a Nicki wig and then be Nicki,2018.0,60.0
Lil Yachty Featuring Playboi Carti,Cash,Get Dripped,True,Me and Cash Carti go way back,2018.0,98.0
Lil Yachty Featuring Playboi Carti,Mike,Get Dripped,True,"Rich white money, Mike Lowry",2018.0,98.0
Lil Yachty Featuring Playboi Carti,Tyson,Get Dripped,True,"Oops, beat up that pussy, I'm Tyson",2018.0,98.0
Cardi B,Sue,Get Up 10,True,"Mama couldn't give it to me, had to get at Sue's",2018.0,38.0
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Kim,Ghostface Killers,True,"Yeah, Kim Jong, yeah big bombs",2017.0,35.0
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Michael,Ghostface Killers,True,"Michael Jackson with this fashion, bitch I'm dabbin', yeah",2017.0,35.0
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Tom,Ghostface Killers,True,"Tom Cruise, I'ma make her see, she snort a mountain",2017.0,35.0
Lil Baby,Dee,Global,True,Gave Jock and Dee 200 years,2018.0,91.0
Kodak Black Featuring Lil Pump,Ariana,Gnarly,True,"Whippin' Ariana Grande, I got iCarly",2018.0,88.0
Kodak Black Featuring Lil Pump,Sam,Gnarly,True,"Ooh, goddamn, whippin' up Sam",2018.0,88.0
Kodak Black Featuring Lil Pump,Sean,Gnarly,True,I made the ladies dutty wine like I'm Sean Paulie,2018.0,88.0
Big Sean & Metro Boomin Featuring Travis Scott,Bobby,Go Legend,True,"It's my perog' like Bobby, bruh, massages by Nautia",2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,John,Go Legend,True,"Sean a Legend, my bro is John Legend, yeah",2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,Mario,Go Legend,True,"In my castle like Mario, I give this shit my heart and soul",2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,Marty,Go Legend,True,Head of my time like Marty though,2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,Michael,Go Legend,True,"I go legend, I mean, Michael Jackson, hol' up",2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,Rick,Go Legend,True,"Watchin' the Rick and Morty show, while I smoke",2017.0,67.0
Big Sean & Metro Boomin Featuring Travis Scott,Sean,Go Legend,True,"Sean a Legend, my bro is John Legend, yeah",2017.0,67.0
Kendrick Lamar,Jay,God.,True,"I'm selling verses, Jay Z, watch me work it, JT",2017.0,58.0
Meek Mill Featuring Drake,Jason,Going Bad,True,Put some bands all on your head like Jason Terry,2018.0,10.0
Meek Mill Featuring Drake,Laurie,Going Bad,True,I got Laurie Harrier on my wish list,2018.0,10.0
Meek Mill Featuring Drake,Richard,Going Bad,True,"I just... uh, put a Richard on the card",2018.0,10.0
XXXTENTACION,Mike,Going Down!,True,"Knock out your boyfriend, Mike Tyson, ayy",2018.0,95.0
2 Chainz x Gucci Mane x Quavo,Andre,Good Drank,True,3K like Andre,2017.0,70.0
2 Chainz x Gucci Mane x Quavo,Daniel,Good Drank,True,Daniel Son the Necklace Don,2017.0,70.0
2 Chainz x Gucci Mane x Quavo,Drake,Good Drank,True,"Sing to your bitch like I'm Drake, yeah",2017.0,70.0
2 Chainz x Gucci Mane x Quavo,Kevin,Good Drank,True,Oh you in a slump I'm headed to Oakland like Kevin Durant,2017.0,70.0
2 Chainz x Gucci Mane x Quavo,Mike,Good Drank,True,Aye Mike Dean,2017.0,70.0
Eminem Featuring Jessie Reyez,Marshall,Good Guy,True,"I can hear you say, \Marshall",2018.0,67.0
Eminem Featuring Jessie Reyez,Romeo,Good Guy,True,"Used to be your Romeo, but we were both were jilted",2018.0,67.0
Eminem Featuring Jessie Reyez,Vincent,Good Guy,True,"Pull a Vincent Van Gogh, just to convince a damn ho",2018.0,67.0
6ix9ine,Nina,Gotti,True,"Bitch, I got my Nina, I'ma squeeze her",2018.0,99.0
Eminem,James,Greatest,True,James Holmes at the Saturday Batman matinee,2018.0,23.0
Eminem,Michael,Greatest,True,"Psychopath, Michael's Jack's blowin' up like a raft",2018.0,23.0
Eminem,Muhammad,Greatest,True,"An anomaly, I'm Muhammad",2018.0,23.0
Eminem,Royce,Greatest,True,Denaun and Royce tell me that I should take the high road,2018.0,23.0
Derez De'Shon,Penny,Hardaway,True,"Hardaway, hardaway, hardaway, young Penny Hardaway",2018.0,100.0
Derez De'Shon,Wayne,Hardaway,True,My block was hot before Lil Wayne was Tunechi I ain't even kiss my baby g-night,2018.0,100.0
Camila Cabello Featuring Young Thug,Jeffery,Havana,True,Jeffery,2017.0,1.0
Camila Cabello Featuring Young Thug,Sam,Havana,True,"Hey, I was quick to pay that girl like Uncle Sam",2017.0,1.0
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",Jeffery,Heatstroke,True,Jeffery!,2017.0,96.0
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",Michael,Heatstroke,True,I'll split it with you if we get half of Michael Jordan,2017.0,96.0
Meek Mill,Gina,Heavy Heart,True,"When shorty got a big head, I was like hol' Gina",2017.0,99.0
Bhad Bhabie,Ronny,Hi Bich,True,"Oh my god, Ronny",2017.0,68.0
Chris Brown Featuring Future & Young Thug,Jane,High End,True,"Plain Jane watch, Richard Mille",2017.0,100.0
Chris Brown Featuring Future & Young Thug,King,High End,True,King,2017.0,100.0
Chris Brown Featuring Future & Young Thug,Richard,High End,True,"Plain Jane watch, Richard Mille",2017.0,100.0
Chris Brown Featuring Future & Young Thug,Tony,High End,True,Tony,2017.0,100.0
Migos,Moses,Higher We Go (Intro),True,Split up the waters like Moses,2018.0,83.0
Lil Wayne,Wayne,Hittas,True,"Clearly, Lil Wayne answers to no one",2018.0,59.0
Lil Wayne,Willie,Hittas,True,Willie Nelson at the Country Music Awards?,2018.0,59.0
Old Dominion,Austin,Hotel Key,True,She talked about Austin and how she'd get back there someday,2018.0,69.0
Travis Scott,Bill,Houstonfornication,True,"nigga, Bill, about congress yeah",2018.0,53.0
Travis Scott,Chris,Houstonfornication,True,Pop a seal like it's Chris make it look breezy,2018.0,53.0
Kendrick Lamar,Richard,Humble.,True,Show me somethin' natural like afro on Richard,2017.0,1.0
Quavo,Elliott,Huncho Dreams,True,Hey Elliott,2018.0,93.0
Quavo,George,Huncho Dreams,True,"Good morning, Uncle George",2018.0,93.0
Quavo,Nicki,Huncho Dreams,True,Nicki,2018.0,93.0
Quavo,Rashad,Huncho Dreams,True,"Nah, Rashad's a new, new man",2018.0,93.0
Huncho Jack,Jack,Huncho Jack,True,"Huncho, Jack",2018.0,87.0
Mac Miller,Whitney,Hurt Feelings,True,Listening to Whitney and whipping it through the city yeah,2018.0,70.0
Lil Baby & Gunna,Tom,I Am,True,"I went big dawg on them, this Tom Ford",2018.0,98.0
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,Ike,I Am Who They Say I Am,True,"Ike's is outta reach, I'mma move the race car",2018.0,69.0
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,Kevin,I Am Who They Say I Am,True,"She ain't never really made love, I'm headed just like Kevin Gates",2018.0,69.0
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,Pam,I Am Who They Say I Am,True,Pam just once,2018.0,69.0
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,Ralph,I Am Who They Say I Am,True,Givenchy shoes I came a long way from Ralph Lauren,2018.0,69.0
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,Von,I Am Who They Say I Am,True,"Posted on Maryland me and Von, his mama",2018.0,69.0
Gucci Mane Featuring Migos,Jay,I Get The Bag,True,Jay-Z cοuldn't even co-sign fοr me,2017.0,11.0
Gucci Mane Featuring Migos,Jimmy,I Get The Bag,True,Mοmma said she saw me οn Jimmy Κimmel,2017.0,11.0
"Cardi B, Bad Bunny & J Balvin",Bobby,I Like It,True,"Que retumbe el bajo, Bobby Valentin, yeh",2018.0,42.0
"Cardi B, Bad Bunny & J Balvin",Celia,I Like It,True,Como Celia Cruz tengo el azucar,2018.0,42.0
"Cardi B, Bad Bunny & J Balvin",Eddie,I Like It,True,"Guerrero como Eddie, que viva la raza",2018.0,42.0
"Cardi B, Bad Bunny & J Balvin",Jimmy,I Like It,True,Tu jeva me vio y se fue de pecho como Jimmy Snuka,2018.0,42.0
"Cardi B, Bad Bunny & J Balvin",Jordan,I Like It,True,"Tú compras to'a las Jordan, bobo, a mí me las regalan",2018.0,42.0
"Cardi B, Bad Bunny & J Balvin",Mario,I Like It,True,Bout my coins like Mario,2018.0,42.0
Blake Shelton,Joe,I Lived It,True,Uncle Joe put tobacco on my hand where,2018.0,80.0
Lil Skies,Danny,I,True,"Danny, I see you",2019.0,39.0
Chance The Rapper,Heath,I Might Need Security,True,They think they Heath Ledger scary,2018.0,60.0
Chance The Rapper,Jack,I Might Need Security,True,They just Jack Nichols,2018.0,60.0
Chance The Rapper,Pat,I Might Need Security,True,And Pat'll ask for your job,2018.0,60.0
Jake Owen,Diane,I Was Jack (You Were Diane),True,Way back when I was Jack and you were Diane,2018.0,43.0
Jake Owen,Jack,I Was Jack (You Were Diane),True,Way back when I was Jack and you were Diane,2018.0,43.0
Drake Featuring Young Thug,Jeffery,Ice Melts,True,Jeffery,2017.0,62.0
Quavo & Lil Yachty,Alexander,Ice Tray,True,Alexander Wang,2018.0,74.0
Quavo & Lil Yachty,Anita,Ice Tray,True,"Chopper sing like Anita Baker, ooh",2018.0,74.0
Quavo & Lil Yachty,Elliot,Ice Tray,True,"You did your ice wrong, go to Elliot",2018.0,74.0
Quavo & Lil Yachty,Joe,Ice Tray,True,"If a nigga hatin', call him Joe Budden",2018.0,74.0
Quavo & Lil Yachty,Kurt,Ice Tray,True,Higher than Kurt Cobain,2018.0,74.0
Kodak Black,Marcus,"If I'm Lyin, I'm Flyin",True,Me and my nigga Lil' Marcus tearin' up the Y,2018.0,56.0
Pusha T,Al,If You Know You Know,True,"I predict snow, Al Roker",2018.0,73.0
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",Bobby,I'm The One,True,"She think we Clyde and Bonnie, but it's more like Whitney Bobby",2017.0,1.0
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",Bonnie,I'm The One,True,Modern day Bonnie and Clyde what they named us,2017.0,1.0
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",Clyde,I'm The One,True,Modern day Bonnie and Clyde what they named us,2017.0,1.0
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",Whitney,I'm The One,True,"She think we Clyde and Bonnie, but it's more like Whitney Bobby",2017.0,1.0
Romeo Santos,Romeo,Imitadora,True,Escucha las palabras de Romeo,2017.0,91.0
Drake,Jenny,In My Feelings,True,From the block like you Jenny,2018.0,1.0
Ariana Grande,Abel,In My Head,True,"They see Cain and I see Abel , Abel",2019.0,38.0
Logic Featuring Wiz Khalifa,Taylor,Indica Badu,True,This that RATTPACK and that Taylor Gang,2018.0,56.0
XXXTENTACION Featuring Joey Bada$$,Kennedy,Infinity (888),True,"I am the realest since Kennedy, uh",2018.0,83.0
Pusha T,Annie,Infrared,True,"And they ain't even recognize Hov until \Annie\""""",2018.0,65.0
Pusha T,Quentin,Infrared,True,It was written like Nas but it came from Quentin,2018.0,65.0
Pusha T,Ross,Infrared,True,Salute Ross 'cause the message was pure,2018.0,65.0
Pusha T,Steven,Infrared,True,Let Steven talk streamin' and Shazam numbers,2018.0,65.0
Pusha T,Tom,Infrared,True,Tom Brady'ed you niggas,2018.0,65.0
Pusha T,Wayne,Infrared,True,He see what I see when you see Wayne on tour,2018.0,65.0
Pusha T,Will,Infrared,True,Remember Will Smith won the first Grammy?,2018.0,65.0
Meek Mill,Cruz,Intro,True,Turn me up Cruz,2018.0,55.0
Meek Mill,Martin Luther,Intro,True,"Whew, 'cause I'm a king just Martin Luther",2018.0,55.0
Drake,Maya,Is There More,True,"Still I rise, Maya Angelou vibes",2018.0,100.0
KYLE Featuring Lil Yachty,Jim,iSpy,True,"I can see you through my Jim Maui shades, aye",2017.0,10.0
KYLE Featuring Lil Yachty,Rita,iSpy,True,I was just talking to Auntie Rita,2017.0,10.0
RiceGum Featuring Alissa Violet,Alissa,Its Every Night Sis,True,"Yeah, Alissa called asking me if we could win against Jake Paul",2017.0,80.0
RiceGum Featuring Alissa Violet,George,Its Every Night Sis,True,"Didn't see 'em, like George, I'm just curious, ay",2017.0,80.0
RiceGum Featuring Alissa Violet,Jake,Its Every Night Sis,True,"Yeah, Alissa called asking me if we could win against Jake Paul",2017.0,80.0
RiceGum Featuring Alissa Violet,Logan,Its Every Night Sis,True,"Logan, that will be your last hit like an 8 ball",2017.0,80.0
RiceGum Featuring Alissa Violet,Tessa,Its Every Night Sis,True,"You cheated on a good girl, Tessa's hideous",2017.0,80.0
Jake Paul Featuring Team 10,Chance,It's Everyday Bro,True,And I'll pass it to Chance,2017.0,91.0
Jake Paul Featuring Team 10,Donald,It's Everyday Bro,True,Se llama Donald Trump y está,2017.0,91.0
Jake Paul Featuring Team 10,Jake,It's Everyday Bro,True,Jake Paul is number one,2017.0,91.0
Jake Paul Featuring Team 10,Nick,It's Everyday Bro,True,You know is Nick Crompton,2017.0,91.0
Jake Paul Featuring Team 10,Tessa,It's Everyday Bro,True,"Yo, it's Tessa Brooks",2017.0,91.0
Descendants 2 Cast,Ben,It's Goin' Down,True,Just look at Ben's face,2017.0,77.0
Descendants 2 Cast,Harry,It's Goin' Down,True,Harry!,2017.0,77.0
Tiesto & Dzeko Featuring Preme & Post Malone,Jackie,Jackie Chan,True,"Know your bitch wanna kick it, Jackie Chan",2018.0,100.0
Famous Dex,Dexter,Japan,True,"My real name is Dexter, haha",2018.0,28.0
Famous Dex,Jay,Japan,True,Call Jay,2018.0,28.0
Future & Juice WRLD Featuring Young Scooter,Meagan,Jet Lag,True,Got a bad bitch like Meagan Good,2018.0,72.0
Future & Juice WRLD Featuring Young Scooter,Richard,Jet Lag,True,Richard,2018.0,72.0
Future,Prince,Jumpin On A Jet,True,"Lambo truck, and I'm flexing, Prince's cup",2019.0,80.0
Eminem,Craig,Kamikaze,True,I've been going for your jugular since Craig G Duck Alert,2018.0,16.0
Eminem,Richard,Kamikaze,True,Richard,2018.0,16.0
Logic,Bobby,Keanu Reeves,True,"Yeah, that shit is banging, Bobby killed it with no time to grieve",2019.0,38.0
J. Cole,Kevin,Kevin's Heart,True,Kevin's Heart,2018.0,48.0
6ix9ine Featuring Tory Lanez,Bobby,KIKA,True,"I blow that shit, now you where Bobby Shmurda's hat went!",2018.0,44.0
6ix9ine Featuring Tory Lanez,Jackie,KIKA,True,"I do my own stunts, Jackie Chan with it",2018.0,44.0
6ix9ine Featuring Tory Lanez,John,KIKA,True,John,2018.0,44.0
6ix9ine Featuring Tory Lanez,Ray,KIKA,True,"Ray Charles,",2018.0,44.0
JAY-Z,Eric,Kill Jay Z,True,You almost went Eric Benét,2017.0,55.0
Eminem,Gerald,Killshot,True,Cause Young Gerald's balls-deep inside of Halsey,2018.0,3.0
Eminem,Gunner,Killshot,True,Gunner?,2018.0,3.0
Eminem,Hailie,Killshot,True,Like the last motherfucker sayin' Hailie in vain,2018.0,3.0
Eminem,Jade,Killshot,True,"So before I slay this bitch I, mwah, give Jade a kiss",2018.0,3.0
Eminem,Jay,Killshot,True,"You ain't never made a list next to no Biggie, no Jay",2018.0,3.0
Eminem,Kelly,Killshot,True,"With your corny lines —ow, Kelly, ooh",2018.0,3.0
Eminem,Kim,Killshot,True,He'll have to fuck Kim in my flannel,2018.0,3.0
Eminem,Marshall,Killshot,True,That you're Marshall Mathers,2018.0,3.0
Eminem,Stan,Killshot,True,"Stan, Stan, son",2018.0,3.0
Eminem,Taylor,Killshot,True,"Next to Taylor Swift and that Iggy ho, you about to really blow",2018.0,3.0
Morgan Evans,Dee,Kiss Somebody,True,The best friend of Dee's,2018.0,53.0
Drake Featuring Giggs,Gustavo,KMT,True,"Now this is that big bad, this is Gustavo",2017.0,48.0
J. Cole,Daisy,KOD,True,Platinum wrist ridin' in back like Miss Daisy,2018.0,10.0
Iggy Azalea Feauring Tyga,Bella,Kream,True,"Bella Hadid, homie could get it",2018.0,96.0
Iggy Azalea Feauring Tyga,Ronny,Kream,True,Ronny,2018.0,96.0
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Alex,Krippy Kush,True,Alex Killer,2017.0,75.0
Nipsey Hussle Featuring YG,Adrien,Last Time That I Checc'd,True,"Talk that shit to these niggas, Adrien Broner",2019.0,82.0
